,text,diggCount,createTimeISO,cleaned_text,normalized_text,roberta_label,roberta_score,roberta_sentiment
547,"betul tu bang, rusak motor gw kayak banjir harus dikuras kayak ada airnya.",3,2025-10-09 06:14:24+00:00,betul tu bang  rusak motor gw kayak banjir harus dikuras kayak ada airnya.,betul tu bang rusak motor saya kayak banjir harus dikuras kayak ada airnya.,0.0,0.9992676377296448,0
549,makanya penting belajar itu ya gitu,2,2025-10-09 19:58:29+00:00,makanya penting belajar itu ya gitu,makanya penting belajar itu ya gitu,0.0,0.8229599595069885,0
550,bahlil B nya apa,2,2025-10-09 14:42:32+00:00,bahlil b nya apa,bahlil b nya apa,,0.844081461429596,0
551,namanya bahlul bukan bahlil,2,2025-10-10 22:26:27+00:00,namanya bahlul bukan bahlil,namanya bahlul bukan bahlil,0.0,0.9870814681053162,0
552,sudah ku bilang itu tidak baik,2,2025-10-13 00:37:48+00:00,sudah ku bilang itu tidak baik,sudah ku bilang itu tidak baik,0.0,0.9963647723197937,0
553,nanti impor ethanol lagi wkwkw😂😂😂,2,2025-10-11 05:25:53+00:00,nanti impor ethanol lagi wkwkw😂😂,nanti impor ethanol lagi wkwkw😂😂,0.0,0.9984554052352905,0
554,perasaan Mentri Mentri Konoha ngak ada yg gablek ya,2,2025-10-09 09:06:21+00:00,perasaan mentri mentri konoha ngak ada yg gablek ya,perasaan mentri mentri konoha tidak ada yang gablek ya,0.0,0.9715800881385803,0
555,"agar tdk dapat impor banyak dan makin banyak masuk kantong pribadi duitnya,,gitu kah?",2,2025-10-11 05:15:52+00:00,agar tdk dapat impor banyak dan makin banyak masuk kantong pribadi duitnya  gitu kah?,agar tidak dapat impor banyak dan makin banyak masuk kantong pribadi duitnya gitu kah?,0.0,0.9987409710884094,0
556,bahlil terbuat dari tanah apa sih??,2,2025-10-11 02:49:33+00:00,bahlil terbuat dari tanah apa sih??,bahlil terbuat dari tanah apa sih??,0.0,0.9892977476119995,0
557,mantap lil bisa kompresi besar gw tanpa pake bbm vp😹,2,2025-10-09 12:08:54+00:00,mantap lil bisa kompresi besar gw tanpa pake bbm vp😹,bagus lil bisa kompresi besar saya tanpa pake bbm vp😹,1.0,0.9968770742416382,1
558,bahlil artinya meddit kan yaa atau apa guys,2,2025-10-10 11:25:55+00:00,bahlil artinya meddit kan yaa atau apa guys,bahlil artinya meddit kan yaa atau apa guys,,0.9694634079933167,0
559,kalau kendaraan rusak = makin banyak bengkel = makin membuka lapangan pekerjaan......... cape bgt 😭🙏🏻,2,2025-10-09 09:08:48+00:00,kalau kendaraan rusak   makin banyak bengkel   makin membuka lapangan pekerjaan.. cape bgt 😭🙏,kalau kendaraan rusak makin banyak bengkel makin membuka lapangan pekerjaan.. cape banget 😭🙏,0.0,0.9992675185203552,0
560,"ini sebenarnya di negara ini ada persiden gak sih ? ada dpr gak sih?
kok Mentri kayak gini masih di pelihara",2,2025-10-09 07:22:35+00:00,"ini sebenarnya di negara ini ada persiden gak sih ? ada dpr gak sih?
kok mentri kayak gini masih di pelihara",ini sebenarnya di negara ini ada persiden tidak ya ? ada dpr tidak sih? kok mentri kayak gini masih di pelihara,0.0,0.9987568855285645,0
561,jangan percaya,2,2025-10-11 13:50:19+00:00,jangan percaya,jangan percaya,1.0,0.6896144151687622,1
563,awas kalo motor supra saya rusak gara2 etanol bahlil saya tuntut,1,2025-10-31 16:29:44+00:00,awas kalo motor supra saya rusak gara2 etanol bahlil saya tuntut,awas kalau motor supra saya rusak gara2 etanol bahlil saya tuntut,0.0,0.9158520102500916,0
564,kok bisa jadi mentri ya🤣,1,2025-11-04 14:50:59+00:00,kok bisa jadi mentri ya🤣,kok bisa jadi mentri ya🤣,0.0,0.7212251424789429,0
565,"pak Bahlil jgn dicampur etanol ngrusak kendaraan ,g usah dicampur Bahlil awas klu dicampur rakyat ngamuk lo",1,2025-11-02 02:03:10+00:00,pak bahlil jgn dicampur etanol ngrusak kendaraan  g usah dicampur bahlil awas klu dicampur rakyat ngamuk lo,pak bahlil jangan dicampur etanol ngrusak kendaraan g usah dicampur bahlil awas klu dicampur rakyat ngamuk kamu,0.0,0.9990230798721313,0
566,Tujuan apa? Tujuan nya untuk mempersulit masyarakat.,1,2025-11-01 05:07:26+00:00,tujuan apa? tujuan nya untuk mempersulit masyarakat.,tujuan apa? tujuan nya untuk mempersulit masyarakat.,0.0,0.9991605281829834,0
568,sengaja bikin mogok massal,1,2025-11-01 08:53:27+00:00,sengaja bikin mogok massal,sengaja bikin mogok massal,0.0,0.9966763257980347,0
569,maaf pa presiden RI BPK Prabowo Subianto ganti bahlil,3,2025-10-10 07:05:33+00:00,maaf pa presiden ri bpk prabowo subianto ganti bahlil,maaf pa presiden ri bpk prabowo subianto ganti bahlil,,0.9990060925483704,0
570,"amerika bahkan udah 80% kak, tapi kelembaban udaranya rendah makanya aman.
klo di Indonesia berbahaya karena sifat ethanol mengikat air",3,2025-10-10 08:25:02+00:00,"amerika bahkan udah 80  kak  tapi kelembaban udaranya rendah makanya aman.
klo di indonesia berbahaya karena sifat ethanol mengikat air",amerika bahkan sudah 80 kakak tapi kelembaban udaranya rendah makanya aman. kalau di indonesia berbahaya karena sifat ethanol mengikat air,0.0,0.6990225315093994,0
571,minyak sawit belum selesai udah pindah etanol aja sii bapak,3,2025-10-10 09:44:28+00:00,minyak sawit belum selesai udah pindah etanol aja sii bapak,minyak sawit belum selesai sudah pindah etanol aja sii bapak,0.0,0.9963791966438293,0
572,bahlil bahlul sama sama apa ?,3,2025-10-10 13:05:10+00:00,bahlil bahlul sama sama apa ?,bahlil bahlul sama sama apa ?,0.0,0.9735864996910095,0
574,"Ga ngerti Dia soal Regulasi mesin.
taunya Untung aja dan Rugi.
Harus banyak belajar ling",2,2025-10-12 16:04:18+00:00,"ga ngerti dia soal regulasi mesin.
taunya untung aja dan rugi.
harus banyak belajar ling",tidak ngerti dia soal regulasi mesin. taunya untung aja dan rugi. harus banyak belajar ling,0.0,0.9994081258773804,0
575,Diam Kau Bahlil pusing aku liat kau banyak betul pembualan mu,3,2025-10-11 11:10:05+00:00,diam kau bahlil pusing aku liat kau banyak betul pembualan mu,diam kau bahlil pusing saya liat kau banyak betul pembualan mu,0.0,0.99949049949646,0
576,bukti sudah ada masih mau bersilat lidah😭😭😭,1,2025-10-30 10:09:02+00:00,bukti sudah ada masih mau bersilat lidah😭😭,bukti sudah ada masih mau bersilat lidah😭😭,0.0,0.9978833794593811,0
577,kalo motor rusak mau gantiin enggak mending bensin tampa etanol,2,2025-10-14 11:12:16+00:00,kalo motor rusak mau gantiin enggak mending bensin tampa etanol,kalau motor rusak mau gantiin enggak mending bensin tampa etanol,0.0,0.9763615131378174,0
578,baca buku manual panduan kendaraan,4,2025-10-10 09:10:14+00:00,baca buku manual panduan kendaraan,baca buku manual panduan kendaraan,,0.9977344274520874,0
579,buktinya dinegara lain gak ada menteri modelan bapak. kenapa di indonesia ada?,2,2025-10-10 08:26:19+00:00,buktinya dinegara lain gak ada menteri modelan bapak. kenapa di indonesia ada?,buktinya dinegara lain tidak ada menteri modelan bapak. kenapa di indonesia ada?,0.0,0.9976063966751099,0
580,"jgn negara lain yg di urus
urus aja indonesia...
kan bpk kerja di negara ini...",2,2025-10-10 15:07:30+00:00,"jgn negara lain yg di urus
urus aja indonesia..
kan bpk kerja di negara ini..",jangan negara lain yang di urus urus aja indonesia.. kan bpk kerja di negara ini..,0.0,0.9994547963142395,0
581,"ngapain niru negara lain , hadeh..🤦
udah dikasih contoh SPBU swasta tu ...jauh amat nyontohnya kenegara lain pak..🙂‍↔",2,2025-10-10 11:36:50+00:00,"ngapain niru negara lain   hadeh.. 
udah dikasih contoh spbu swasta tu ..jauh amat nyontohnya kenegara lain pak.. ‍",ngapain niru negara lain hadeh.. sudah dikasih contoh spbu swasta tu ..jauh amat nyontohnya kenegara lain pak.. ‍,0.0,0.9990468621253967,0
582,jangan di bodoh bodohi rakyat Bahlil kalau masih punya hati,3,2025-10-10 09:43:34+00:00,jangan di bodoh bodohi rakyat bahlil kalau masih punya hati,jangan di bodoh bodohi rakyat bahlil kalau masih punya hati,0.0,0.9991693496704102,0
583,Mngkin yang TDK bagus itu ANDA😁,2,2025-10-10 13:31:12+00:00,mngkin yang tdk bagus itu anda😁,mngkin yang tidak bagus itu anda😁,0.0,0.9993054866790771,0
584,buktikan dulu bung baru bicara,2,2025-10-10 06:11:27+00:00,buktikan dulu bung baru bicara,buktikan dulu bung baru bicara,0.0,0.8808848261833191,0
585,penghuni pohon beringin lg ngomong apa ya????,2,2025-10-10 10:20:28+00:00,penghuni pohon beringin lg ngomong apa ya??,penghuni pohon beringin lagi ngomong apa ya??,0.0,0.9988573789596558,0
586,itu yang pidato orang apa patung yang bisa mengambang itu ya🗿,3,2025-10-12 12:21:08+00:00,itu yang pidato orang apa patung yang bisa mengambang itu ya🗿,itu yang pidato orang apa patung yang bisa mengambang itu ya🗿,0.0,0.9923048615455627,0
587,"Yang gak bagus itu,bapak jadi mentri esdm.",3,2025-10-10 10:19:45+00:00,yang gak bagus itu bapak jadi mentri esdm.,yang tidak bagus itu bapak jadi mentri esdm.,0.0,0.9958183169364929,0
588,Bahlil tercipta dari cairan Etanol dan Pertalite🥰,3,2025-10-10 15:43:50+00:00,bahlil tercipta dari cairan etanol dan pertalite🥰,bahlil tercipta dari cairan etanol dan pertalite🥰,,0.9980018734931946,0
589,negara mana yg pake disebut harusnya,3,2025-10-10 10:10:06+00:00,negara mana yg pake disebut harusnya,negara mana yang pake disebut harusnya,0.0,0.8869883418083191,0
590,Kalian lebih percaya bahlil atau fitra eri dan ridwan hanif coba..,3,2025-10-11 09:20:38+00:00,kalian lebih percaya bahlil atau fitra eri dan ridwan hanif coba..,kalian lebih percaya bahlil atau fitra eri dan ridwan hanif coba..,,0.919592559337616,0
591,bahlil mending pecat aja,4,2025-10-10 13:42:35+00:00,bahlil mending pecat aja,bahlil mending pecat aja,0.0,0.9993699193000793,0
592,ini jangan jangan dia mau membuat Pertamina jelek di mata masyarakat dan setelah itu dia membuat bahan bakar ya sendiri lali di jual dengan harga mahal 🗿,4,2025-10-12 03:33:40+00:00,ini jangan jangan dia mau membuat pertamina jelek di mata masyarakat dan setelah itu dia membuat bahan bakar ya sendiri lali di jual dengan harga mahal 🗿,ini jangan jangan dia mau membuat pertamina jelek di mata masyarakat dan setelah itu dia membuat bahan bakar ya sendiri lali di jual dengan harga mahal 🗿,0.0,0.9992974996566772,0
594,Bahlil emang bahlol...!!,2,2025-10-12 04:05:10+00:00,bahlil emang bahlol..!!,bahlil emang bahlol..!!,0.0,0.9993211030960083,0
595,Inilah pentingnya syarat standar pendidikan utk menjadi pejabat negara supaya tdk blhoon,3,2025-10-12 08:56:59+00:00,inilah pentingnya syarat standar pendidikan utk menjadi pejabat negara supaya tdk blhoon,inilah pentingnya syarat standar pendidikan utk menjadi pejabat negara supaya tidak blhoon,,0.8717043399810791,0
597,"makin cepat rusak motor w, malah buat ngojol...",3,2025-10-10 11:11:33+00:00,makin cepat rusak motor w  malah buat ngojol..,makin cepat rusak motor w malah buat ngojol..,0.0,0.9992178678512573,0
598,"dia mencontohkan negara lain atas pencampuran etanol, tapi tidak membuat contoh banyak negara juga yg BBM nya jauh lebih rendah dibandingkan Indonesia",3,2025-10-10 11:41:18+00:00,dia mencontohkan negara lain atas pencampuran etanol  tapi tidak membuat contoh banyak negara juga yg bbm nya jauh lebih rendah dibandingkan indonesia,dia mencontohkan negara lain atas pencampuran etanol tapi tidak membuat contoh banyak negara juga yang bbm nya jauh lebih rendah dibandingkan indonesia,0.0,0.9762395620346069,0
599,"ya sudah pertalite Pertamax dihapus sja,ganti etanol 100% biar bagus.cukup menterinya saja yg nggak bagus",3,2025-10-10 23:24:03+00:00,ya sudah pertalite pertamax dihapus sja ganti etanol 100  biar bagus.cukup menterinya saja yg nggak bagus,ya sudah pertalite pertamax dihapus sja ganti etanol 100 biar bagus.cukup menterinya saja yang tidak bagus,0.0,0.9082290530204773,0
600,"liat dulu spek mesininya bugoul, bagus? MOTOR GUA JD NYENDAT² TIAP ISI DI PERTAMINA",2,2025-10-13 12:48:06+00:00,liat dulu spek mesininya bugoul  bagus? motor gua jd nyendat  tiap isi di pertamina,liat dulu spek mesininya bugoul bagus? motor gua jd nyendat tiap isi di pertamina,0.0,0.9928221106529236,0
601,masih percaya bengkel mangandi daripada bahlil 😹,2,2025-10-11 01:47:03+00:00,masih percaya bengkel mangandi daripada bahlil 😹,masih percaya bengkel mangandi daripada bahlil 😹,0.0,0.9579768776893616,0
602,mobil pejabat kasih contoh dlu😂,2,2025-10-17 08:22:52+00:00,mobil pejabat kasih contoh dlu😂,mobil pejabat kasih contoh dlu😂,,0.9956711530685425,0
603,"pertamina aja tau sendiri kualitas bensin nya,kecuali bensinnya bagus kaya shell gapapa tuh pake etanol. ini salahnya itu kenapa ga pertimbangin dulu keputusan nya, disetujuin tidak sama rakyat nya. nyatanya lebih pinter rakyatnya🗿",2,2025-10-11 08:23:54+00:00,pertamina aja tau sendiri kualitas bensin nya kecuali bensinnya bagus kaya shell gapapa tuh pake etanol. ini salahnya itu kenapa ga pertimbangin dulu keputusan nya  disetujuin tidak sama rakyat nya. nyatanya lebih pinter rakyatnya🗿,pertamina aja tau sendiri kualitas bensin nya kecuali bensinnya bagus kaya shell gapapa tuh pake etanol. ini salahnya itu kenapa tidak pertimbangin dulu keputusan nya disetujuin tidak sama rakyat nya. nyatanya lebih pinter rakyatnya🗿,1.0,0.9814904928207397,1
604,dia pikir rakyat bisa di bodohkan semudah itu. ini orang apa B,2,2025-10-10 11:41:43+00:00,dia pikir rakyat bisa di bodohkan semudah itu. ini orang apa b,dia pikir rakyat bisa di bodohkan semudah itu. ini orang apa b,0.0,0.9994946718215942,0
605,mohon untuk BPK Presiden mengevaluasi mentri2 yg lebih ahli,2,2025-10-19 09:20:20+00:00,mohon untuk bpk presiden mengevaluasi mentri2 yg lebih ahli,mohon untuk bpk presiden mengevaluasi mentri2 yang lebih ahli,,0.998305082321167,0
606,"knp kok ga samain sekalian ekonomi korsel sama indo?, dikit"" ngebandingin😂🤣🤣",2,2025-10-14 04:20:19+00:00,knp kok ga samain sekalian ekonomi korsel sama indo?  dikit  ngebandingin😂🤣🤣,kenapa kok tidak samain sekalian ekonomi korsel sama indo? dikit ngebandingin😂🤣🤣,0.0,0.9946870803833008,0
608,ganti aja Bahlil ini,2,2025-10-11 07:10:56+00:00,ganti aja bahlil ini,ganti aja bahlil ini,0.0,0.9900957345962524,0
610,yallah... dia taunya baca aja atau gimana si.. bapak saya saranin baca dan pahami,2,2025-10-10 12:41:52+00:00,yallah.. dia taunya baca aja atau gimana si.. bapak saya saranin baca dan pahami,yallah.. dia taunya baca aja atau gimana si.. bapak saya saranin baca dan pahami,0.0,0.9985001087188721,0
611,pecat saja Mentri yg tidak pro rakyat,2,2025-10-10 12:18:59+00:00,pecat saja mentri yg tidak pro rakyat,pecat saja mentri yang tidak pro rakyat,0.0,0.9994812607765198,0
612,bahlil b nya apa,2,2025-10-10 08:25:29+00:00,bahlil b nya apa,bahlil b nya apa,,0.844081461429596,0
613,Negara mana yg pakai Etanol sebutkan. pak Bahlil,2,2025-10-11 08:55:38+00:00,negara mana yg pakai etanol sebutkan. pak bahlil,negara mana yang pakai etanol sebutkan. pak bahlil,,0.9892588257789612,0
614,mobile Bahlil Kon ngisi etanol,2,2025-10-10 10:34:58+00:00,mobile bahlil kon ngisi etanol,mobile bahlil kon ngisi etanol,,0.9987868666648865,0
616,Bahlil anjjjj,2,2025-10-10 11:21:58+00:00,bahlil anjj,bahlil anjj,,0.9983144998550415,0
617,"ingat kata"" bahlil kalo saya salah siap mengundurkan diri pas kebetulan salah langsung omongan tadi saya cabut 😅",2,2025-10-10 13:43:34+00:00,ingat kata  bahlil kalo saya salah siap mengundurkan diri pas kebetulan salah langsung omongan tadi saya cabut 😅,ingat kata bahlil kalau saya salah siap mengundurkan diri pas kebetulan salah langsung omongan tadi saya cabut 😅,,0.978997528553009,0
618,penasaran bedanya antara bahlul dan bahlil,2,2025-10-10 07:05:44+00:00,penasaran bedanya antara bahlul dan bahlil,penasaran bedanya antara bahlul dan bahlil,0.0,0.9713696241378784,0
619,"Kenapa ikutin negara lain,emang aneh ini bahlil",2,2025-10-10 10:29:52+00:00,kenapa ikutin negara lain emang aneh ini bahlil,kenapa ikutin negara lain emang aneh ini bahlil,0.0,0.9992412328720093,0
620,biarin aja negara lain pakai etanol. negara kita mah jangan. sama aja beli 1/air isinya,2,2025-10-10 12:20:05+00:00,biarin aja negara lain pakai etanol. negara kita mah jangan. sama aja beli 1 air isinya,biarin aja negara lain pakai etanol. negara kita mah jangan. sama aja beli 1 air isinya,0.0,0.9990662932395935,0
621,"bukan nya shell juga pake 10% etanol ya,",2,2025-10-10 09:34:26+00:00,bukan nya shell juga pake 10  etanol ya,bukan nya shell juga pake 10 etanol ya,,0.9023517370223999,0
622,pecat Bahlil,2,2025-10-10 14:35:53+00:00,pecat bahlil,pecat bahlil,0.0,0.9985353946685791,0
623,"awalnya kalo ngomong bagus skali,.. ujung2nya karena kepentingan pribadi..",2,2025-10-10 09:05:27+00:00,awalnya kalo ngomong bagus skali .. ujung2nya karena kepentingan pribadi..,awalnya kalau ngomong bagus skali .. ujung2nya karena kepentingan pribadi..,0.0,0.942707896232605,0
624,kenapa gak tetapkan aja yang sudah terbukti bagus biar gak di coba coba Bahlil,2,2025-10-10 10:03:15+00:00,kenapa gak tetapkan aja yang sudah terbukti bagus biar gak di coba coba bahlil,kenapa tidak tetapkan aja yang sudah terbukti bagus biar tidak di coba coba bahlil,0.0,0.9646064043045044,0
625,spek kendaraan eropa tdk sama dengan diindonesia.,2,2025-10-17 02:41:11+00:00,spek kendaraan eropa tdk sama dengan diindonesia.,spek kendaraan eropa tidak sama dengan diindonesia.,0.0,0.9991093277931213,0
626,"Bahlil menyusahkan rakyat,ngikutin gengsi",2,2025-10-14 09:57:15+00:00,bahlil menyusahkan rakyat ngikutin gengsi,bahlil menyusahkan rakyat ngikutin gengsi,0.0,0.9993564486503601,0
627,pecat bahlil.....,2,2025-10-10 11:20:17+00:00,pecat bahlil..,pecat bahlil..,0.0,0.9992650151252747,0
628,"negara mana pak yang bilang coba buktikan,,orang investor aja bisa pergi gara"" mengandung etanol",2,2025-10-10 08:33:55+00:00,negara mana pak yang bilang coba buktikan  orang investor aja bisa pergi gara  mengandung etanol,negara mana pak yang bilang coba buktikan orang investor aja bisa pergi gara mengandung etanol,0.0,0.9957362413406372,0
631,turunkan Balil,2,2025-10-10 10:45:34+00:00,turunkan balil,turunkan balil,0.0,0.9827422499656677,0
632,orang ini beneran gak bisa dipercaya🤔,2,2025-10-10 14:59:40+00:00,orang ini beneran gak bisa dipercaya,orang ini beneran tidak bisa dipercaya,0.0,0.99861741065979,0
633,"kita belum siap pak
otomotif juga harus menyesuaikan spek mesinnya",1,2025-10-10 13:51:26+00:00,"kita belum siap pak
otomotif juga harus menyesuaikan spek mesinnya",kita belum siap pak otomotif juga harus menyesuaikan spek mesinnya,,0.8771588802337646,0
634,gacor wak😹,1,2025-11-10 05:08:38+00:00,gacor wak😹,gacor wak😹,1.0,0.7809926271438599,1
635,"dipuji ngga pernah
dihina dari kecil bang 🗿",1,2025-10-30 10:49:24+00:00,"dipuji ngga pernah
dihina dari kecil bang 🗿",dipuji ngga pernah dihina dari kecil bang 🗿,1.0,0.9979444146156311,1
636,Dia bilang “buktinya negara lain pakai” manaa pak perlihatnkan “buktinya” jgn kebanyakan yapping doang.,2,2025-10-10 21:58:42+00:00,dia bilang  buktinya negara lain pakai  manaa pak perlihatnkan  buktinya  jgn kebanyakan yapping doang.,dia bilang buktinya negara lain pakai manaa pak perlihatnkan buktinya jangan kebanyakan yapping doang.,0.0,0.9976971745491028,0
637,iyeu kah,2,2025-10-21 05:56:09+00:00,iyeu kah,iyeu kah,1.0,0.8087994456291199,1
638,tolong pak Prabowo ganti aja ini orng..,4,2025-10-12 12:51:33+00:00,tolong pak prabowo ganti aja ini orng..,tolong pak prabowo ganti aja ini orng..,,0.9715296626091003,0
639,"buktinya SPBU swasta tidak mau beli 😂😂😂
kocak",4,2025-10-10 14:55:04+00:00,"buktinya spbu swasta tidak mau beli 😂😂
kocak",buktinya spbu swasta tidak mau beli 😂😂 kocak,0.0,0.9971029162406921,0
640,muatamuuuu tiap hari gw ke bengkel gnti busi,4,2025-10-30 06:16:53+00:00,muatamuu tiap hari gw ke bengkel gnti busi,muatamuu tiap hari saya ke bengkel gnti busi,,0.9940512776374817,0
641,pecat aja bahlil🔥,4,2025-10-10 11:29:04+00:00,pecat aja bahlil🔥,pecat aja bahlil🔥,0.0,0.9993122816085815,0
643,jgn samakan negara lain dengan ri,1,2025-10-10 13:13:39+00:00,jgn samakan negara lain dengan ri,jangan samakan negara lain dengan ri,0.0,0.9980167150497437,0
644,Nyatanya korbanya banyak 🥺,1,2025-11-10 07:38:14+00:00,nyatanya korbanya banyak 🥺,nyatanya korbanya banyak 🥺,0.0,0.8545771837234497,0
